user_id,answer,triplet_id
user_8,1,7084
user_8,1,9885
user_8,1,6850
user_8,0,6894
user_8,1,3629
user_9,0,8510
user_9,2,1196
user_9,1,4379
user_8,0,692
user_8,1,5328
user_9,1,1216
user_8,1,3559
user_9,1,1496
user_8,1,1891
user_8,1,5940
user_9,1,1192
user_8,1,5865
user_8,1,9332
user_9,1,5450
user_8,1,6321
user_9,0,2959
user_8,0,4733
user_9,0,988
user_8,1,4789
user_8,1,8358
user_8,1,2965
user_8,1,3579
user_8,0,2560
user_8,0,3839
user_8,0,171
user_9,1,6065
user_9,0,717
user_8,1,2332
user_8,2,4360
user_8,1,6307
user_8,1,3216
user_9,0,7675
user_8,0,4241
user_8,1,3413
user_8,1,114
user_9,0,136
user_8,2,2734
user_8,1,9728
user_8,1,6613
user_8,1,1743
user_8,1,6169
user_9,1,6358
user_8,0,2959
user_9,3,7397
user_8,0,4752
user_8,0,9367
user_8,0,430
user_8,0,4673
user_8,0,648
user_8,1,4049
user_9,0,1839
user_8,0,5373
user_9,0,2609
user_8,1,6594
user_8,1,8716
user_8,0,7281
user_9,1,1391
user_8,0,4171
user_9,1,2034
user_8,0,7331
user_8,0,136
user_8,0,1553
user_9,0,2786
user_8,1,7488
user_8,0,5736
user_8,0,4383
user_8,1,6065
user_9,0,9151
user_8,0,1398
user_8,1,4214
user_8,0,4537
user_8,0,9248
user_8,1,9261
user_9,1,5190
user_8,0,7353
user_8,0,7217
user_8,0,1282
user_8,0,4366
user_9,2,1518
user_8,1,4781
user_8,1,5705
user_9,1,8865
user_9,1,1043
user_8,2,7065
user_8,1,4381
user_8,1,5155
user_8,0,4331
user_8,0,129
user_8,0,6287
user_8,0,1730
user_8,0,2509
user_8,1,1774
user_8,1,6255
user_9,2,7943
user_8,2,6472
user_8,1,9808
user_8,0,5214
user_8,1,3115
user_8,0,7527
user_8,1,8323
user_9,3,8822
user_8,0,5537
user_9,0,3675
user_9,2,3046
user_9,0,2107
user_9,1,8998
user_9,0,4882
user_9,1,5687
user_9,0,3831
user_9,3,5468
user_1,0,8835
user_1,1,5163
user_1,1,6373
user_1,1,3413
user_1,0,6894
user_1,1,5919
user_1,1,9029
user_1,0,4679
user_1,1,2332
user_1,1,4920
user_1,0,9537
user_1,0,7600
user_1,0,3375
user_1,1,2070
user_1,0,1114
user_1,1,5907
user_1,1,5865
user_1,0,9829
user_1,0,9526
user_1,0,8215
user_1,0,4761
user_1,0,8132
user_8,1,7141
user_1,0,7721
user_1,0,4861
user_1,1,4550
user_1,1,453
user_1,0,1678
user_1,1,2353
user_1,0,5173
user_1,1,1414
user_8,1,1955
user_1,3,4994
user_10,1,733
user_10,0,1050
user_1,0,1020
user_1,0,8237
user_10,1,2090
user_1,3,4997
user_10,0,8445
user_1,1,3223
user_10,1,7977
user_1,0,1727
user_1,1,9728
user_1,0,355
user_1,0,364
user_1,3,595
user_1,1,9826
user_1,0,4496
user_1,1,5190
user_8,0,9910
user_8,1,9116
user_8,1,9057
user_8,0,7967
user_8,0,4060
user_8,1,3442
user_8,0,6332
user_11,3,4715
user_11,1,6595
user_11,1,4747
user_8,0,7436
user_1,0,7142
user_1,3,42
user_1,0,7033
user_1,1,733
user_11,0,5278
user_1,1,3574
user_1,0,1881
user_1,1,1514
user_1,0,4955
user_1,0,5299
user_1,0,7644
user_1,1,9806
user_1,0,9449
user_11,0,2815
user_1,1,8998
user_11,3,7236
user_1,1,1978
user_1,1,8681
user_1,1,7118
user_1,1,1225
user_1,0,7589
user_1,1,7000
user_1,0,3489
user_1,1,583
user_11,0,4771
user_1,0,2516
user_11,1,3400
user_11,2,8557
user_1,1,5384
user_1,1,1694
user_1,1,1180
user_1,0,3149
user_1,1,1882
user_1,3,9865
user_1,1,9041
user_1,0,1153
user_1,1,4900
user_1,2,3273
user_1,0,7409
user_1,1,5239
user_1,0,6130
user_11,1,2701
user_11,1,4
user_1,1,4241
user_1,0,6542
user_1,0,6467
user_1,0,6766
user_1,1,134
user_1,1,9218
user_1,1,7092
user_1,0,7652
user_1,1,4381
user_1,0,7055
user_1,0,3559
user_1,0,8553
user_1,0,9396
user_1,0,6242
user_1,1,2158
user_1,0,9145
user_8,3,3046
user_1,0,1494
user_1,1,6354
user_1,1,9477
user_1,1,5236
user_1,1,7518
user_1,0,6647
user_1,0,4475
user_1,0,823
user_1,0,2367
user_1,1,4695
user_1,0,1839
user_1,1,3549
user_1,1,1844
user_1,1,7637
user_1,0,5130
user_1,0,3721
user_1,1,5143
user_1,0,9251
user_1,0,19
user_1,1,5554
user_1,1,1975
user_1,0,8015
user_1,1,6673
user_1,0,4585
user_1,0,4339
user_1,0,204
user_1,1,3102
user_1,1,5694
user_1,0,9822
user_1,1,597
user_1,1,1960
user_1,1,7859
user_1,1,8154
user_1,0,2477
user_1,1,9738
user_1,0,985
user_1,0,940
user_1,1,4976
user_1,1,9478
user_1,0,8619
user_1,1,3115
user_1,0,3961
user_1,2,3509
user_1,0,7892
user_1,0,634
user_1,1,9250
user_1,1,7970
user_1,0,4466
user_1,1,8411
user_1,0,1585
user_1,1,7977
user_1,0,9687
user_1,1,9842
user_1,0,890
user_1,1,18
user_1,1,8984
user_1,0,6107
user_1,1,3453
user_1,0,6274
user_1,0,3622
user_1,1,6439
user_1,1,4570
user_1,0,9721
user_1,0,6212
user_1,0,2255
user_1,0,9394
user_1,0,1368
user_1,1,2840
user_11,1,2438
user_1,1,3372
user_1,2,3520
user_1,0,280
user_1,0,7851
user_1,1,5008
user_1,1,8599
user_1,1,6831
user_1,0,6617
user_1,1,3457
user_1,1,552
user_1,0,2016
user_1,1,8953
user_1,0,351
user_1,1,4595
user_1,0,4629
user_1,0,2317
user_1,2,6256
user_1,0,4235
user_1,1,4270
user_1,0,9099
user_1,0,8915
user_1,1,820
user_1,0,2479
user_1,3,5768
user_1,3,4999
user_1,1,3231
user_1,0,6253
user_1,1,4933
user_1,0,7843
user_1,0,6405
user_1,0,3729
user_1,0,9332
user_1,0,8107
user_1,0,4990
user_1,0,1129
user_1,1,9841
user_1,0,7552
user_1,0,3142
user_1,1,8758
user_1,0,2815
user_1,1,1928
user_1,1,6053
user_1,0,6174
user_1,0,2494
user_1,1,9045
user_1,0,7307
user_1,3,9355
user_1,1,3935
user_1,0,8061
user_1,0,9181
user_1,1,249
user_1,0,4618
user_1,0,834
user_1,0,7086
user_1,0,4250
user_1,0,5129
user_1,2,7675
user_1,0,7027
user_1,1,1395
user_1,0,2431
user_1,1,7065
user_1,0,5704
user_1,1,8077
user_1,1,1397
user_1,0,6575
user_1,1,9260
user_1,1,8045
user_1,1,6952
user_1,0,4770
user_1,0,1349
user_1,1,2732
user_1,1,1876
user_1,1,4091
user_1,0,3707
user_1,1,8753
user_1,0,9209
user_1,0,6333
user_1,1,9261
user_1,0,5082
user_1,0,2520
user_1,1,7327
user_1,0,1718
user_1,0,1447
user_1,0,1553
user_1,0,2845
user_1,1,2892
user_1,1,2580
user_1,1,7064
user_1,1,6161
user_1,1,9633
user_1,0,2789
user_1,0,1441
user_1,0,780
user_1,0,5538
user_1,1,7771
user_1,1,5222
user_1,1,1998
user_1,1,5005
user_1,1,2011
user_1,1,338
user_1,0,4234
user_1,0,8164
user_1,0,5725
user_1,1,7217
user_1,1,7941
user_1,1,1586
user_1,0,4251
user_1,1,8357
user_1,0,1006
user_1,0,4060
user_1,0,7202
user_1,1,7294
user_1,0,1788
user_1,0,1043
user_1,0,8222
user_1,0,7286
user_1,0,3780
user_1,1,5687
user_1,1,9739
user_1,1,4812
user_1,1,7296
user_1,0,5863
user_1,1,982
user_1,2,3068
user_1,1,4348
user_1,0,3560
user_1,1,1221
user_1,2,430
user_1,0,3588
user_1,1,8388
user_1,0,3699
user_1,1,3565
user_1,1,9661
user_1,0,8001
user_1,0,3132
user_1,1,9567
user_1,0,4771
user_1,1,1794
user_1,0,8647
user_1,1,2160
user_1,0,9169
user_1,0,5797
user_1,0,5572
user_1,0,841
user_1,0,3025
user_1,1,7347
user_1,0,814
user_1,0,8934
user_1,0,1404
user_1,1,5084
user_1,1,8865
user_1,0,9367
user_1,0,4138
user_1,0,4690
user_1,1,1545
user_1,0,7224
user_1,1,1482
user_1,0,9769
user_1,1,1354
user_1,1,6693
user_1,0,1164
user_1,0,3611
user_1,1,3112
user_1,0,6531
user_1,0,6213
user_1,0,8069
user_1,0,6251
user_1,0,9274
user_1,2,8315
user_1,1,8908
user_1,1,5161
user_1,0,3626
user_1,1,9204
user_12,1,5081
user_12,1,1166
user_12,1,7466
user_5,0,2252
user_5,0,6173
user_5,0,3633
user_5,1,9154
user_5,2,2751
user_5,1,284
user_5,2,549
user_5,1,5462
user_5,2,6673
user_5,0,6274
user_5,1,7176
user_5,1,1529
user_5,1,3348
user_5,0,1018
user_5,1,7426
user_5,0,679
user_5,1,2608
user_5,0,7152
user_5,0,2591
user_5,0,1937
user_5,0,6542
user_5,3,9251
user_5,1,6329
user_5,1,2841
user_5,2,4751
user_5,0,5384
user_5,3,8085
user_5,1,8293
user_5,2,8753
user_5,1,8584
user_5,0,5514
user_5,2,3723
user_5,1,8875
user_5,0,8915
user_5,0,5169
user_5,1,5805
user_5,0,1554
user_5,0,3707
user_5,2,3509
user_5,2,3104
user_5,0,8510
user_5,3,1006
user_5,1,3251
user_5,1,8018
user_5,1,9806
user_5,1,7064
user_5,1,8984
user_5,2,4476
user_5,3,5368
user_5,0,5659
user_5,0,779
user_5,1,4672
user_5,1,7174
user_5,0,2777
user_5,1,6163
user_5,0,3611
user_5,1,8171
user_5,0,1557
user_5,0,8208
user_5,1,8331
user_5,0,2367
user_5,1,5596
user_5,0,8952
user_5,1,7679
user_5,1,7829
user_5,0,1128
user_5,0,2508
user_5,1,7168
user_5,1,5538
user_5,0,985
user_5,0,534
user_5,2,5591
user_5,1,411
user_5,1,1473
user_5,0,8418
user_5,0,785
user_5,1,4536
user_5,0,815
user_5,0,834
user_5,0,5797
user_5,0,586
user_5,0,7730
user_5,1,7281
user_5,1,7296
user_5,0,7455
user_5,0,6645
user_5,0,9009
user_5,0,7843
user_5,1,2589
user_5,1,6821
user_5,0,6484
user_5,0,4798
user_5,1,2342
user_1,1,5339
user_1,0,1029
user_1,1,8664
user_1,1,6109
user_5,0,7314
user_1,0,3680
user_5,1,5163
user_5,1,554
user_1,1,1879
user_1,1,9607
user_5,1,4507
user_5,1,7775
user_5,2,1975
user_5,2,5907
user_5,2,3568
user_5,2,3568
user_5,2,158
user_5,2,8557
user_5,2,7774
user_5,1,7105
user_5,0,66
user_5,2,2806
user_5,2,5811
user_5,2,1676
user_5,2,5940
user_5,2,809
user_5,1,2965
user_5,1,8071
user_5,1,1877
user_5,0,4734
user_5,1,9125
user_5,1,3766
user_5,1,9543
user_5,0,9045
user_5,1,1029
user_5,1,1588
user_5,0,4270
user_5,0,3588
user_5,1,8081
user_5,1,3457
user_5,1,7396
user_5,0,981
user_5,0,9471
user_5,1,1881
user_5,2,3216
user_5,1,1392
user_5,0,6296
user_5,2,5725
user_5,1,1193
user_5,1,8366
user_5,1,134
user_5,2,7042
user_5,2,7873
user_5,1,2253
user_5,0,4999
user_5,2,2819
user_5,1,6897
user_5,0,4832
user_5,0,2942
user_5,0,5546
user_5,1,3307
user_5,2,5832
user_5,2,3306
user_5,0,4503
user_5,3,5467
user_5,1,3958
user_5,3,135
user_5,2,9776
user_5,3,8847
user_5,3,4173
user_5,0,1519
user_5,1,9349
user_5,2,7331
user_5,2,6428
user_5,2,1399
user_5,2,1891
user_5,0,2504
user_5,1,3456
user_5,2,9079
user_5,2,8690
user_5,2,3857
user_5,2,7436
user_5,1,2332
user_5,1,1033
user_5,2,6725
user_5,2,1321
user_5,2,1129
user_5,2,1930
user_5,2,4753
user_5,3,8680
user_5,1,6696
user_5,2,7995
user_5,2,8646
user_5,2,5637
user_5,0,1711
user_5,0,6159
user_5,2,9623
user_5,2,4975
user_5,0,9444
user_5,2,2090
user_5,2,991
user_5,0,2686
user_5,1,1010
user_5,2,2982
user_5,2,5948
user_5,1,6474
user_5,1,163
user_5,2,4175
user_5,2,6417
user_5,2,3566
user_5,2,5116
user_5,0,1721
user_5,2,8132
user_5,2,6189
user_5,1,9298
user_5,0,4796
user_5,1,6020
user_5,0,8913
user_5,0,4082
user_5,0,6569
user_5,1,7310
user_5,0,6107
user_5,1,5373
user_5,1,988
user_5,0,537
user_5,2,9499
user_5,2,3859
user_5,2,9274
user_5,2,364
user_5,0,4733
user_5,2,3559
user_5,2,7510
user_5,0,8600
user_5,2,8742
user_5,2,3837
user_5,2,426
user_5,1,4047
user_5,1,4239
user_5,1,461
user_5,0,4250
user_5,2,4790
user_5,2,5239
user_5,0,5299
user_5,0,2052
user_5,2,5458
user_5,0,4770
user_5,0,8198
user_5,2,9081
user_5,1,354
user_5,0,6212
user_13,1,7203
user_13,2,497
user_5,1,6233
user_5,2,2435
user_5,1,4
user_5,0,4616
user_5,2,4306
user_5,1,9803
user_5,0,7675
user_5,2,5554
user_5,2,4299
user_5,2,5944
user_5,2,9338
user_5,2,2961
user_5,2,6405
user_5,2,2038
user_5,0,1788
user_1,2,8792
user_1,0,3119
user_1,1,8584
user_1,1,1726
user_1,1,9871
user_1,1,5851
user_1,1,1730
user_1,0,3000
user_1,0,8305
user_1,2,520
user_1,2,5301
user_1,1,2364
user_1,0,7311
user_1,0,3
user_1,0,3422
user_1,1,4239
user_1,1,6233
user_1,1,2365
user_1,0,9411
user_1,1,8228
user_1,0,195
user_1,1,3023
user_1,1,8847
user_1,0,7341
user_1,0,6384
user_13,0,1678
user_1,0,432
user_1,0,9847
user_1,2,4124
user_1,1,4292
user_13,1,4046
user_13,0,3059
user_13,0,4020
user_14,0,7604
user_15,0,136
user_15,2,110
user_15,0,2648
user_15,0,9169
user_15,0,2715
user_13,0,2114
user_13,2,767
user_15,1,802
user_13,0,1649
user_15,1,7310
user_13,2,5408
user_15,0,9537
user_15,0,171
user_15,1,6018
user_15,0,3220
user_15,0,8862
user_16,1,7941
user_16,1,2398
user_16,3,6497
user_16,2,3102
user_15,0,1937
user_15,0,8069
user_15,0,961
user_15,1,3228
user_15,0,7052
user_15,0,5604
user_15,0,9285
user_15,1,8611
user_15,0,2511
user_15,0,3831
user_15,1,8623
user_15,0,7782
user_15,0,7704
user_15,1,8315
user_15,0,3803
user_15,1,7165
user_15,0,7732
user_15,3,9603
user_15,0,8602
user_15,0,635
user_15,1,5295
user_15,0,9274
user_15,0,8444
user_15,1,2024
user_15,1,9307
user_15,0,7802
user_15,0,7000
user_15,0,3809
user_15,2,2751
user_15,1,5116
user_15,2,9125
user_15,0,8357
user_15,0,3378
user_15,1,2841
user_15,1,769
user_15,0,2778
user_15,0,365
user_15,1,3771
user_15,1,1717
user_15,1,2572
user_15,0,3255
user_15,0,8510
user_15,0,9314
user_15,0,6212
user_15,1,6693
user_15,0,7930
user_15,1,9560
user_15,0,5100
user_5,1,6451
user_5,1,9873
user_5,1,9556
user_5,1,5913
user_5,2,9404
user_5,2,9937
user_5,1,444
user_5,1,2892
user_15,0,42
user_5,0,8526
user_5,0,3926
user_5,1,4050
user_5,0,1005
user_15,0,7202
user_5,0,5738
user_15,0,2587
user_5,2,8095
user_5,0,1444
user_5,2,2066
user_15,1,4672
user_15,1,5467
user_5,0,3831
user_5,1,4595
user_15,0,7353
user_5,1,8655
user_15,0,5919
user_15,0,6343
user_5,3,397
user_5,2,6986
user_5,1,9477
user_15,0,1741
user_5,2,4523
user_5,2,7943
user_15,0,1151
user_5,1,1559
user_5,0,9178
user_5,2,6352
user_5,2,9798
user_5,0,5792
user_5,2,5959
user_5,2,3584
user_5,1,1410
user_5,2,4930
user_5,2,7906
user_5,1,741
user_5,0,9367
user_15,0,2339
user_5,2,969
user_5,0,1553
user_5,0,2509
user_5,1,4912
user_5,1,6249
user_5,0,939
user_5,3,9351
user_5,2,8209
user_15,0,7336
user_5,0,2277
user_5,3,3231
user_15,1,4166
user_5,2,6762
user_5,0,2258
user_5,2,5004
user_5,2,3413
user_5,2,8825
user_5,0,5449
user_5,2,1108
user_5,0,2193
user_5,2,3961
user_5,1,6171
user_5,0,7353
user_5,1,9344
user_5,3,1561
user_5,0,4171
user_5,0,6174
user_5,1,7241
user_5,2,5789
user_5,1,3287
user_5,0,8672
user_5,2,3360
user_5,2,7381
user_5,2,7851
user_5,2,7120
user_5,0,3807
user_5,2,8751
user_5,2,8624
user_5,0,3583
user_5,2,3800
user_5,1,4114
user_5,0,2560
user_5,2,6176
user_5,0,6337
user_5,2,2602
user_5,1,5224
user_5,1,9031
user_5,1,1736
user_5,1,3023
user_5,2,6693
user_5,0,6168
user_5,3,7481
user_5,1,5021
user_5,1,117
user_5,0,2099
user_5,1,4337
user_5,3,4690
user_5,1,9050
user_5,0,6353
user_5,1,3181
user_5,0,8840
user_5,0,1726
user_5,2,4793
user_5,2,4415
user_5,2,2033
user_5,2,8251
user_5,0,9494
user_5,1,5984
user_5,1,3442
user_5,0,7644
user_5,0,355
user_5,1,6254
user_5,0,3626
user_5,2,6831
user_5,2,4091
user_5,2,1998
user_1,1,7117
user_1,1,3619
user_1,1,4810
user_5,3,5583
user_5,2,5917
user_1,3,8448
user_5,2,8630
user_1,1,3590
user_5,2,8681
user_5,0,9478
user_5,2,2732
user_5,0,4444
user_5,0,934
user_5,2,1121
user_1,0,6495
user_5,2,2701
user_5,2,2269
user_1,1,9432
user_5,2,6059
user_5,2,2363
user_5,2,6531
user_5,2,7141
user_5,2,3
user_5,2,2477
user_5,2,7841
user_5,2,6769
user_5,2,530
user_5,2,3762
user_5,2,3619
user_5,2,4241
user_5,2,1153
user_5,2,1043
user_5,2,7969
user_5,2,7092
user_5,2,9399
user_5,2,2357
user_5,2,9603
user_5,2,2034
user_5,2,3733
user_5,2,2494
user_5,2,6603
user_5,2,4543
user_5,2,6251
user_5,2,9948
user_5,2,4280
user_5,2,4600
user_5,2,8154
user_5,2,4309
user_5,2,5960
user_5,2,7795
user_5,2,3132
user_5,2,5708
user_5,2,6079
